Локация	Товарная группа	Подгруппа	Группа в файле	Оборудование	Наименование	Чертеж	Кол-во по учету	Наличие	Цена за ед., руб	Сумма, руб	Состояние	Комплектность	Происхождение	Примечание	Сумма по наличию
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 25 2МГ разный ампераж (брак)	3	3	3		0	не указано	брак			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 1А	2	2	2	4682	9364	не указано	комплект			9364
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 2,5	1	1	1	4682	4682	не указано	комплект			4682
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 2А	8	8	8	4682	37456	не указано	комплект			37456
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 4А	22	22	22	1121	24662	не указано	комплект			24662
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 5А	57	57	57	4004	228228	не указано	комплект			228228
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 15А	2	2	2	4004	8008	не указано	комплект			8008
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 25А	5	5	5	4004	20020	не указано	комплект			20020
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 16А	57	57	57	4347	247779	не указано	комплект			247779
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 10А	140	140	140	4682	655480	не указано	комплект			655480
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 20А	42	42	42	4682	196644	не указано	комплект			196644
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 31,5А	31	31	31	4347	134757	не указано	комплект			134757
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 32А	2	2	2	2116	4232	не указано	комплект			4232
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 35А	2	2	2	2116	4232	не указано	комплект			4232
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 3МГ 40А	10	10	10	2116	21160	не указано	комплект			21160
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 6,3А	4	4	4	4312	17248	не указано	комплект			17248
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 50А	10	10	10	3361	33610	не указано	комплект			33610
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 40А	4	4	4	4312	17248	не указано	комплект			17248
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 25А	7	7	7	342	2394	не указано	комплект			2394
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 31,5А	4	4	4	3942	15768	не указано	комплект			15768
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 32А	3	3	3	3661	10983	не указано	комплект			10983
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 15А	3	3	3	3306	9918	не указано	комплект			9918
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 12А	4	4	4	3306	13224	не указано	комплект			13224
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 16А	8	8	8	3306	26448	не указано	комплект			26448
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 10А	115	115	115	4004	460460	не указано	комплект			460460
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 8А	1	1	1	2849	2849	не указано	комплект			2849
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 5А	19	19	19	3361	63859	не указано	комплект			63859
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 3А	4	4	4	3000	12000	не указано	комплект			12000
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 20А	1	1	1	4312	4312	не указано	комплект			4312
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. АК 50 2МГ 1А	16	16	16	3942	63072	не указано	комплект			63072
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат АЕ 204 М-400-00У3 25А	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат (расцепитель) АМ 8Н-5 375А	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автоматический выключатель LG 10А	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автоматический выключатель LG 20А	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автоматический выключатель MUF 10-5	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. ТИП А37 92БР 2100А 380V	2	2	2	20000	40000	не указано	комплект			40000
Склад 3	Корпусная часть	Крышки и люки	ЭЛЕКТРИКА		Автомат.выключ. ТИП А377 160А 380V(без крышки)	1	1	1		0	не указано	не комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. ТИП А377 5БР 100А 380V	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. ТИП А377 6БР 100А 380V	2	2	2	12295	24590	не указано	комплект			24590
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. ТИП А377 6БР 160А 380V	3	3	3	12295	36885	не указано	комплект			36885
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. ТИП А377 2БР 160А 380V	22	22	22	8500	187000	не указано	комплект			187000
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Автомат.выключ. ТИП А377 2БР 63А 380V	10	10	10	12295	122950	не указано	комплект			122950
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Вентилятор РСС-10/10	2	2	2		0	не указано	комплект			0
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Вентилятор ЦСУ-14	2	2	2		0	не указано	комплект			0
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Вентилятор РСС 2/4	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Выключатель Т-5-4М	21	21	21		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ВК-16	6	6	6		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ВК-300	7	7	7		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Вилка к ПКЭ-300	4	4	4		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		В-1	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ВС-1	3	3	3		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Водонагреватель ВЭС-300 ОМ5 220 V (щит управ+провода+термометр)	1	1	1	285000	285000	не указано	комплект			285000
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ГПВ 3-60	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ГПВ-3-16	2	2	2		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ГПВ 2-60	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ГПВ 3-10	2	2	2		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ГПП 3-10	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ГПП 2-10	1	1	1		0	не указано	комплект			0
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		ДПС-331Р 100А для военной техники	2	2	2		0	не указано	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Датчик давления Мертик 665 1,0	3	3	3		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЭЛЕКТРИКА		Данфас TF-2 -40/+10С R12	1	1	1		0	не указано	комплект			0
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Диски тормозные ТДП-6А Ф400	7	7	7	40000	280000	не указано	комплект			280000
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Диски тормозные 225мм	11	11	11	4890	53790	не указано	комплект			53790
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Диски тормозные 170мм	4	4	4	2890	11560	не указано	комплект			11560
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Диски тормозные 185мм	2	2	2	10000	20000	не указано	комплект			20000
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Диски тормозные 310мм	1	1	1	9890	9890	не указано	комплект			9890
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Диски тормозные 260мм	1	1	1	5100	5100	не указано	комплект			5100
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		ЗМР2-1 замыкатель массы	1	1	1	5500	5500	не указано	комплект			5500
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Звонок ЗПВ 24В	1	1	1	299	299	не указано	комплект			299
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Звонок ЗПВ 220В	4	4	4	7500	30000	не указано	комплект			30000
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Коробка соединительная Т9-4М	51	51	51	1980	100980	не указано	комплект			100980
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Кнопка КУ-741	1	1	1	12500	12500	не указано	комплект			12500
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		КВП Коробка соединительная КВП4-1,5 10А 380А	30	30	30	1380	41400	не указано	комплект			41400
Склад 3	Электрика	Лампы и предохранители	ЭЛЕКТРИКА		Лампочки	85	85	85	50	4250	не указано	комплект			4250
Склад 3	Электрика	Лампы и предохранители	ЭЛЕКТРИКА		Лампочки накаливания В15s/18	799	799	799	115	91885	не указано	комплект			91885
Склад 3	Электрика	Лампы и предохранители	ЭЛЕКТРИКА		Лампочки накаливания 6V 21W BA15s	100	100	100	100	10000	не указано	комплект			10000
Склад 3	Электрика	Лампы и предохранители	ЭЛЕКТРИКА		Лампа Б230*35Вт	462	462	462	20	9240	не указано	комплект			9240
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Манометр МT-УХЛ3 от0до60kgf/cm2	1	1	1	2500	2500	не указано	комплект			2500
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Манометр МT-УХЛ3 от0до160kgf/cm2	1	1	1	3000	3000	не указано	комплект			3000
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		МКУ 1-0-3кг/см	4	4	4	3490	13960	не указано	комплект			13960
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Патрон к светильнику СС-373	12	12	12	500	6000	не указано	комплект			6000
Склад 3	Электрика	Лампы и предохранители	ЭЛЕКТРИКА		Предохранитель ПВД 40А	300	300	300	50	15000	не указано	комплект			15000
Склад 3	Электрика	Автоматы и контакторы	ЭЛЕКТРИКА		Переключатель ПП 3*25 СП44 камбузный выключатель	1	1	1	5500	5500	не указано	комплект			5500
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Прожектор ГО-400 220-240В 50Гц	5	5	5	5914	29570	не указано	комплект			29570
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РС-1	1	1	1	515	515	не указано	комплект			515
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Розетка РС-2	1	1	1	630	630	не указано	комплект			630
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РШ2-41	57	57	57	730	41610	не указано	комплект			41610
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РШВ2-41	83	83	83	5980	496340	не указано	комплект			496340
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РШП-2 380В 35А (вилка)	1	1	1	1373	1373	не указано	комплект			1373
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РШП-3 380В 35А (розетка)	10	10	10	1487	14870	не указано	комплект			14870
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РДК-57	5	5	5	1716	8580	не указано	комплект			8580
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		РО-1 реле уровня (новые)	2	0	0		0	новый	комплект			0
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Реле активной мощности РМ-53	1	1	1	10800	10800	не указано	комплект			10800
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Реле температуры комбинированное КРМ 60С 220В	1	1	1	7560	7560	не указано	комплект			7560
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Реле давления РНД-1	2	2	2	7980	15960	не указано	комплект			15960
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Реле температуры ТАМ-102-1-07-2-2	2	2	2	7200	14400	не указано	комплект			14400
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Резинки для СС328	405	405	405	190	76950	не указано	комплект			76950
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Реле уровня РОС-400	1	1	1	15893	15893	не указано	комплект			15893
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Реле-регулятор РРТ-32	1	1	1	28500	28500	не указано	комплект			28500
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		СЯ10-2-0 ящик соединительный	8	8	8	6900	55200	не указано	комплект			55200
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Сельсин БД-1404	2	2	2	4800	9600	не указано	комплект			9600
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник ДНЮИ 676 252 006	7	7	7	2500	17500	не указано	комплект			17500
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник OWP-250 220V	1	1	1	3500	3500	не указано	комплект			3500
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС-373 в сборе	6	6	6	4950	29700	не указано	комплект			29700
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС476 (зеленый)	1	1	1	4600	4600	не указано	комплект			4600
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС-410(новые) большие	2	2	2	18000	36000	новый	комплект			36000
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС-411 мал. (не понятный)	1	1	1	18000	18000	не указано	комплект			18000
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС967 (СС835Б) без стекла	1	1	1	3600	3600	не указано	не комплект			3600
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС-565 ЛВ(белый)	1	1	1	5300	5300	не указано	комплект			5300
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник СС937 (зеленый)	1	1	1	6000	6000	не указано	комплект			6000
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник взрывобезопасный НПП25-100	2	2	2	8890	17780	не указано	комплект			17780
Склад 3	Электрика	Светильники и комплектующие	ЭЛЕКТРИКА		Светильник ВЗГ-100	2	2	2	7500	15000	не указано	комплект			15000
Склад 3	Прочее	Такелаж и корпусное	ЭЛЕКТРИКА		Стекло с обогревом 560*800 б/у	1	1	1	25000	25000	б/у	комплект			25000
Склад 3	Электрика	Трансформаторы и питание	ЭЛЕКТРИКА		Трансформатор ОСВМ-0,65-74 ОМ5	1	1	1	3500	3500	не указано	комплект			3500
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Тумблер ТП1-2	15	15	15	595	8925	не указано	комплект			8925
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ТРТ-132	1	1	1	1848	1848	не указано	комплект			1848
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ТРТ-131 14,5А	2	2	2	1716	3432	не указано	комплект			3432
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		ТРТ-122 11,5А	6	6	6	1716	10296	не указано	комплект			10296
Склад 3	Электрика	Реле, датчики, приборы	ЭЛЕКТРИКА		Универсальный переключатель УП 5112-Ф105 16А 380V	1	1	1	3480	3480	не указано	комплект			3480
Склад 3	Электрика	Трансформаторы и питание	ЭЛЕКТРИКА		Воздухораспределитель поворотный 542 77 1 105	6	6	6	7540	45240	не указано	комплект			45240
Склад 3	Насосное и механическое	Насосы	ЗИП	ЦВС 10/40	Колесо раб.Насос ЦВС 10/40 (бр)	10	0	0		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	ЦВС 10/40	Колесо вихревое Насос ЦВС 4/40	5	0	0		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦКГ 6/40;4/40	Колесо раб.Насос НЦКГ 4/40; 6/40	20	0	0		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	1ЭЦНУ 16/40	Кольцо для Насос 1ЭЦНУ 16/40 258.5-33-1175	2	2	2		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	1ЭЦНУ 16/40	Манжета для Насос 1ЭЦНУ 16/40	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	1ЭЦНУ 16/40	Колесо раб.Насос 1ЭЦНУ 16/40	8	8	8		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 100/30	Втулка насоса НЦВ 100/30	4	4	4		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 100/30	Кольцо для Насоса НЦВ 100/30 у-100х95-1	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 100/30	Кольцо для Насоса НЦВ 100/30 у-170х0-1	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 100/30	Кольцо уплотнительное верхнее Насос НЦВ 100/30	2	2	2		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 100/30	Кольцо уплотнительное нижнее Насос НЦВ 100/30	2	2	2		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 100/30	Шайба стопорная для Насос НЦВ 100/30	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 40/80	Колесо раб.Насос НЦВ 40/80	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ160/80	Колесо раб. Насос НЦВ 160/80	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 40/20	Кольцо уплотнительное верхнее Насос НЦВ 40/20	4	4	4		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 40/20	Кольцо уплотнительное нижнее Насос НЦВ 40/20	4	4	4		0	не указано	комплект			0
Склад 3	Трубопроводная обвязка	Фланцы, стаканы, гайки	ЗИП	НЦВ 40/20	Гайка рабочего колеса для Насос НЦВ 40/20	2	2	2	2900	5800	не указано	комплект			5800
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 40/20	Шайба стопорная для Насос НЦВ 40/20	2	2	2		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 40/20	Кольцо для Насос НЦВ 40/20 165-170-36-16	4	4	4		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 40/20	Кольцо резин. Ф90х3,6	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 40/20	Кольцо резин. Ф60х3,0	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 40/20	Кольцо резин. Ф45х4,0	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 40/20	Кольцо резин. Ф30х3,0	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 40/20	Кольцо резин. Ф28х3,0	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 40/20	Кольцо резин. Ф25х3,6	1	1	1		0	не указано	комплект			0
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВ 40/20	Колесо рабочее для Насос НЦВ 40/20	1	1	1	19800	19800	не указано	комплект			19800
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	НЦВ 63/20	Уплотнение торц. 6АР 50Е	8	8	8	22000	176000	не указано	комплект			176000
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВС 63/20	Сальниковая обойма нижняя часть НЦВС 63/20	2	2	2	15000	30000	не указано	комплект			30000
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	8NVD48A2U	Фонарь выхлопной 8NVD48A2U	1	1	1	11500	11500	не указано	комплект			11500
Склад 3	Арматура	Клапаны	ЗИП	8NVD48A2U	Корпус выхлопного клапана	1	1	1	30000	30000	не указано	комплект			30000
Склад 3	Насосное и механическое	Насосы	ЗИП	3Д12	Насос ТНВД с регулятором АК-7 327-20-1Н/ АК-7 315-619-2Н	1	1	1	40000	40000	не указано	комплект			40000
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	6ЧН25/34	Поршень 6ЧН25/34	1	1	1	55000	55000	не указано	комплект			55000
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	6ЧН25/34	Плунжерная пара 1ая/2ая модель	2	2	2	4000	8000	не указано	комплект			8000
Склад 3	Арматура	Клапаны	ЗИП	6ЧН25/34	Седло клапана	1	1	1	1600	1600	не указано	комплект			1600
Склад 3	Арматура	Клапаны	ЗИП	6ЧН25/34	Направляющая клапана	2	2	2	2100	4200	не указано	комплект			4200
Склад 3	Арматура	Клапаны	ЗИП	6ЧН25/34	Клапан всасывающий	2	2	2	5400	10800	не указано	комплект			10800
Склад 3	Арматура	Клапаны	ЗИП	6ЧН25/34	Клапан выхлопной	5	5	5	6000	30000	не указано	комплект			30000
Склад 3	Арматура	Клапаны	ЗИП	6ЧН25/34	Клапан нагнетательный	6	6	6	750	4500	не указано	комплект			4500
Склад 3	Арматура	Клапаны	ЗИП	6ЧН25/34	Клапан пусковой	1	1	1	9000	9000	не указано	комплект			9000
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	6ЧН25/34	Кулачковая шайба топливная	2	2	2	750	1500	не указано	комплект			1500
Склад 3	Арматура	Клапаны	ЗИП	ЭКП 70/25	Клапан компресс. ЭКП 70/25	4	4	4	4600	18400	не указано	комплект			18400
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	Двигатель ЭТФ-3	Фильтр	12	12	12	300	3600	не указано	комплект			3600
Склад 3	Насосное и механическое	Двигатели и ЗИП	ЗИП	Двигатель Д1.М	Фильтр	12	12	12	390	4680	не указано	комплект			4680
Склад 3	Насосное и механическое	Насосы	ЗИП	НЦВС 40/20	Поплавок НЦВС 40/20	20	20	20	3500	70000	не указано	комплект			70000
Менеджерская	Арматура	Клапаны			Судовая запорная арматура		2	2	10000	20000	не указано	комплект			20000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру 40	521-01.471-01	4	4	2000	8000	не указано	комплект			8000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру 40	Без чертежа	1	1	2000	2000	не указано	комплект			2000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру100	522-01.497	5	5	2000	10000	не указано	комплект			10000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру100	521-01.469-02	3	3	2000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру100	521-01.469.03	3	3	2000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру100	521-01.471-01	1	1	2000	2000	не указано	комплект			2000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру100	521-01..501	2	2	2000	4000	не указано	комплект			4000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру100	522-01.497	1	1	2000	2000	не указано	комплект			2000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10	Без чертежа	4	4	2000	8000	не указано	комплект			8000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 10 Ру40 (СУНДУК)	521-01.471-01	798	798	9000	7182000	не указано	комплект			7182000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15 Ру40	522-01.501-01	1	1	6500	6500	не указано	комплект			6500
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15 Ру40	521-01.471-02	1	1	6500	6500	не указано	комплект			6500
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15 Ру 40	521. 3м.666	2	2	6500	13000	не указано	комплект			13000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15 Ру 40	521-01.470.02	1	1	6500	6500	не указано	комплект			6500
